,Approximation,Model,Dataset,Accuracy,Time,Features
424,Non-parametric KernelSHAP,xg,diamond,99.92432114,0.011789,7
966,Tree (interventional),xg,forest,98.76382125,0.01174195329,12
548,Tree (interventional),xg,cms,99.85474324,0.01173621308,8
615,Tree (path dependent),xg,energy_heat,99.96205206,0.01172156597,8
362,Tree (path dependent),xg,yatch,98.88649783,0.01168334718,6
647,Tree (interventional),xg,wage,99.99929355,0.01166595473,8
207,Tree (interventional),xg,power,99.24160633,0.01161600387,4
449,Tree (interventional),xg,germany,99.05057716,0.01152853388,7
1110,Tree (path dependent),xg,housing,95.49832478,0.01147709207,13
589,Non-parametric KernelSHAP,xg,diabetes,99.99797396,0.011459,8
600,Non-parametric KernelSHAP,xg,energy_cool,99.98398338,0.011373,8
933,Tree (interventional),xg,adult,99.71508522,0.01134808497,12
824,Tree (path dependent),xg,telescope,99.50297474,0.01128027728,10
284,Tree (interventional),xg,sacramento,99.7152838,0.01127314103,5
989,Tree (path dependent),xg,heartfailure,97.46889516,0.01127135874,12
868,Tree (path dependent),xg,migration,93.62533514,0.01117263212,11
87,Tree (path dependent),xg,spx,99.79126929,0.01096530769,3
1132,Tree (path dependent),xg,mba,99.89942648,0.01095921978,13
656,Parametric KernelSHAP,xg,airline-costs,50.0,0.010957,9
43,Tree (path dependent),xg,chickweight,99.5848988,0.01091498979,3
901,Tree (path dependent),xg,winequality,99.98897192,0.01081904137,11
369,Non-parametric KernelSHAP,xg,admission,98.11955345,0.010783,7
655,Non-parametric KernelSHAP,xg,airline-costs,50.0,0.010772,9
450,Tree (path dependent),xg,germany,99.05057716,0.01075920625,7
372,Tree (interventional),xg,admission,98.11954144,0.01075056105,7
307,Tree (path dependent),xg,insurance,99.26348943,0.01070506789,6
560,Tree (path dependent),xg,concrete,99.85474324,0.01064192671,8
119,Tree (interventional),xg,blood,99.90302683,0.0106017773,4
86,Tree (interventional),xg,spx,99.79126929,0.01057544382,3
295,Tree (interventional),xg,uber,99.97565781,0.01047190392,5
9,Tree (interventional),xg,3droad,99.43883274,0.01044576891,3
648,Tree (path dependent),xg,wage,99.99929355,0.01044156913,8
923,Tree (path dependent),xg,winequality-white,99.12868136,0.01038230477,11
347,Non-parametric KernelSHAP,xg,walmart,99.90080067,0.010316,6
834,Tree (interventional),xg,bikedaily,99.78757983,0.01028090863,11
526,Tree (interventional),xg,wholesale,99.64820024,0.01006422957,7
592,Tree (interventional),xg,diabetes,99.9979208,0.01004864006,8
435,Non-parametric KernelSHAP,xg,france,98.09963668,0.010016,7
251,Tree (interventional),xg,airfoil-self-noise,99.9897236,0.009897592573,5
691,Tree (interventional),xg,country-data,99.87448801,0.009870763336,9
494,Tree (path dependent),xg,slump,98.74069978,0.009832866052,7
479,Non-parametric KernelSHAP,xg,realestate,99.99755306,0.009829,7
325,Non-parametric KernelSHAP,xg,powerlifting,98.87000668,0.009817,6
348,Parametric KernelSHAP,xg,walmart,99.90080044,0.009788,6
293,Parametric KernelSHAP,xg,uber,99.97585988,0.009775,5
208,Tree (path dependent),xg,power,99.24160633,0.009757253618,4
944,Tree (interventional),xg,airquality,99.94282922,0.009736664367,12
238,Parametric KernelSHAP,xg,airfoil,99.9897597,0.009629,5
482,Tree (interventional),xg,realestate,99.99754677,0.009537305275,7
724,Tree (interventional),xg,friedman,98.72524381,0.009472688039,9
252,Tree (path dependent),xg,airfoil-self-noise,99.9897236,0.009384656675,5
174,Tree (interventional),xg,economics,98.48176193,0.009348190458,4
229,Tree (interventional),xg,unemploy,98.48176193,0.009323693577,4
282,Parametric KernelSHAP,xg,sacramento,99.71472187,0.009311,5
329,Tree (path dependent),xg,powerlifting,98.86872168,0.009289973432,6
249,Parametric KernelSHAP,xg,airfoil-self-noise,99.9897597,0.009242,5
955,Tree (interventional),xg,bikehourly,99.94826654,0.009212332783,12
292,Non-parametric KernelSHAP,xg,uber,99.97585831,0.009175,5
361,Tree (interventional),xg,yatch,98.88649783,0.009169253648,6
582,Tree (path dependent),xg,cust,99.77446075,0.009144352,8
391,Non-parametric KernelSHAP,xg,autompg,99.7278463,0.00913,7
326,Parametric KernelSHAP,xg,powerlifting,98.87000647,0.009127,6
912,Tree (path dependent),xg,winequality-red,99.753317,0.00906216448,11
304,Parametric KernelSHAP,xg,insurance,99.26497023,0.009058,6
161,Parametric KernelSHAP,xg,diamonds_select,99.81998406,0.009055,4
175,Tree (path dependent),xg,economics,98.48176193,0.008961179382,4
64,Tree (interventional),xg,jewellery,99.90096594,0.008951265655,3
248,Non-parametric KernelSHAP,xg,airfoil-self-noise,99.98975964,0.008936,5
237,Non-parametric KernelSHAP,xg,airfoil,99.98975964,0.008929,5
889,Tree (interventional),xg,telecom,99.99986201,0.00890195153,11
1043,Tree (interventional),xg,stockreturn,99.56975458,0.008820022528,12
205,Parametric KernelSHAP,xg,power,99.24141642,0.008818,4
703,Tree (path dependent),xg,employee,99.57871063,0.008802931236,9
75,Tree (interventional),xg,questions,99.93919773,0.008785428423,3
527,Tree (path dependent),xg,wholesale,99.64820024,0.00878151149,7
571,Tree (path dependent),xg,crab,99.43162138,0.008723632495,8
315,Parametric KernelSHAP,xg,kiva,99.46731067,0.008722,6
1022,Tree (path dependent),xg,seoulbike,99.99414827,0.008685424834,12
204,Non-parametric KernelSHAP,xg,power,99.24141684,0.008683,4
160,Non-parametric KernelSHAP,xg,diamonds_select,99.81998422,0.008676,4
439,Tree (path dependent),xg,france,98.10449975,0.008623529925,7
241,Tree (path dependent),xg,airfoil,99.9897236,0.008621889172,5
281,Non-parametric KernelSHAP,xg,sacramento,99.71472228,0.008618,5
54,Tree (path dependent),xg,htwtindex,99.88438249,0.008617130915,3
480,Parametric KernelSHAP,xg,realestate,99.99755311,0.008605,7
7,Parametric KernelSHAP,xg,3droad,99.4384436,0.008539,3
29,Parametric KernelSHAP,xg,brainweight,99.24664913,0.008534,3
1066,Tree (path dependent),xg,wine,99.98897192,0.008533772555,12
314,Non-parametric KernelSHAP,xg,kiva,99.46730995,0.008532,6
890,Tree (path dependent),xg,telecom,99.99986201,0.008474623796,11
523,Non-parametric KernelSHAP,xg,wholesale,99.64820708,0.008469,7
779,Tree (interventional),xg,poker,99.99983318,0.008385679216,10
6,Non-parametric KernelSHAP,xg,3droad,99.43844324,0.008367,3
524,Parametric KernelSHAP,xg,wholesale,99.64820729,0.008355,7
384,Tree (path dependent),xg,auto-mpg,99.72782028,0.008346286187,7
623,Parametric KernelSHAP,xg,prostate,99.7532855,0.008335,8
570,Tree (interventional),xg,crab,99.43162138,0.008291286411,8
537,Tree (interventional),xg,californiahousing,99.85206655,0.008244205966,8
538,Tree (path dependent),xg,californiahousing,99.85206655,0.008236518773,8
988,Tree (interventional),xg,heartfailure,97.46889516,0.008211482655,12
403,Parametric KernelSHAP,xg,chanceadmit,99.83391911,0.008186,7
622,Non-parametric KernelSHAP,xg,prostate,99.75328536,0.008166,8
373,Tree (path dependent),xg,admission,98.11954144,0.008142523332,7
427,Tree (interventional),xg,diamond,99.92436073,0.008081328508,7
713,Tree (interventional),xg,energy,99.99988322,0.008079591699,9
593,Tree (path dependent),xg,diabetes,99.9979208,0.008077923707,8
76,Tree (path dependent),xg,questions,99.93919773,0.00805609443,3
402,Non-parametric KernelSHAP,xg,chanceadmit,99.83391892,0.008014,7
84,Parametric KernelSHAP,xg,spx,99.79121626,0.008001,3
83,Non-parametric KernelSHAP,xg,spx,99.7912164,0.007999,3
380,Non-parametric KernelSHAP,xg,auto-mpg,99.7278463,0.007943,7
823,Tree (interventional),xg,telescope,99.50297474,0.007915850119,10
702,Tree (interventional),xg,employee,99.57871063,0.007866011966,9
65,Tree (path dependent),xg,jewellery,99.90096594,0.007815963494,3
350,Tree (interventional),xg,walmart,99.90079698,0.007797307679,6
637,Tree (path dependent),xg,rentals,99.91412596,0.00776833043,8
117,Parametric KernelSHAP,xg,blood,99.90298448,0.007732,4
1055,Tree (path dependent),xg,stockrisk,98.65396328,0.007710585227,12
328,Tree (interventional),xg,powerlifting,98.86872168,0.007632119005,6
1065,Tree (interventional),xg,wine,99.98897192,0.007589572126,12
413,Non-parametric KernelSHAP,xg,computer,99.61143794,0.007583,7
164,Tree (path dependent),xg,diamonds_select,99.825842,0.0075629899,4
39,Non-parametric KernelSHAP,xg,chickweight,99.58515742,0.007553,3
370,Parametric KernelSHAP,xg,admission,98.11955398,0.007476,7
163,Tree (interventional),xg,diamonds_select,99.825842,0.007364953648,4
116,Non-parametric KernelSHAP,xg,blood,99.90298487,0.007331,4
636,Tree (interventional),xg,rentals,99.91412596,0.007278593381,8
846,Tree (path dependent),xg,facebook,99.93473778,0.007242557497,11
381,Parametric KernelSHAP,xg,auto-mpg,99.7278464,0.007134,7
911,Tree (interventional),xg,winequality-red,99.753317,0.007064864852,11
845,Tree (interventional),xg,facebook,99.93473778,0.007046447378,11
336,Non-parametric KernelSHAP,xg,seeds,99.55492418,0.006987,6
150,Parametric KernelSHAP,xg,diamonds_filter,99.95721564,0.006965,4
172,Parametric KernelSHAP,xg,economics,98.48183362,0.006952,4
392,Parametric KernelSHAP,xg,autompg,99.7278464,0.006889,7
42,Tree (interventional),xg,chickweight,99.5848988,0.006886457273,3
50,Non-parametric KernelSHAP,xg,htwtindex,99.88499218,0.006871,3
856,Tree (interventional),xg,hybrid,93.52736218,0.006836288116,11
414,Parametric KernelSHAP,xg,computer,99.61143796,0.006827,7
171,Non-parametric KernelSHAP,xg,economics,98.48183345,0.006786,4
227,Parametric KernelSHAP,xg,unemploy,98.48183362,0.006771,4
681,Tree (path dependent),xg,casp,98.37741818,0.006749047655,9
226,Non-parametric KernelSHAP,xg,unemploy,98.48183345,0.006744,4
469,Parametric KernelSHAP,xg,raotbl7,98.31180998,0.006686,7
149,Non-parametric KernelSHAP,xg,diamonds_filter,99.9572156,0.006663,4
457,Non-parametric KernelSHAP,xg,raotbl6,99.99457988,0.00663,7
501,Non-parametric KernelSHAP,xg,slump-flow,99.76960902,0.006612,7
358,Non-parametric KernelSHAP,xg,yatch,98.886498,0.006598,6
306,Tree (interventional),xg,insurance,99.26348943,0.006564926379,6
512,Non-parametric KernelSHAP,xg,slump-mpa,99.74961697,0.006547,7
900,Tree (interventional),xg,winequality,99.98897192,0.006486006939,11
490,Non-parametric KernelSHAP,xg,slump,98.74070096,0.006472,7
40,Parametric KernelSHAP,xg,chickweight,99.58515732,0.006438,3
61,Non-parametric KernelSHAP,xg,jewellery,99.90119405,0.006434,3
240,Tree (interventional),xg,airfoil,99.9897236,0.006406739986,5
491,Parametric KernelSHAP,xg,slump,98.74070124,0.006402,7
359,Parametric KernelSHAP,xg,yatch,98.88649875,0.006357,6
98,Tree (path dependent),xg,advertisements,95.5268965,0.006345174529,4
513,Parametric KernelSHAP,xg,slump-mpa,99.74961679,0.006299,7
72,Non-parametric KernelSHAP,xg,questions,99.9391983,0.006274,3
458,Parametric KernelSHAP,xg,raotbl6,99.99457985,0.006262,7
502,Parametric KernelSHAP,xg,slump-flow,99.76960905,0.006181,7
978,Tree (path dependent),xg,forestfire,98.99908944,0.006104190447,12
62,Parametric KernelSHAP,xg,jewellery,99.90119404,0.006063,3
73,Parametric KernelSHAP,xg,questions,99.93919829,0.006036,3
51,Parametric KernelSHAP,xg,htwtindex,99.88499241,0.006008,3
1098,Tree (interventional),xg,heartage,99.46193988,0.005948687322,13
337,Parametric KernelSHAP,xg,seeds,99.55492415,0.005887,6
604,Tree (path dependent),xg,energy_cool,99.98399647,0.005791347797,8
95,Parametric KernelSHAP,xg,advertisements,95.52689498,0.00577,4
105,Non-parametric KernelSHAP,xg,advertising,95.52689528,0.005741,4
922,Tree (interventional),xg,winequality-white,99.12868136,0.005649698864,11
94,Non-parametric KernelSHAP,xg,advertisements,95.52689528,0.005537,4
259,Non-parametric KernelSHAP,xg,japanemg,93.89786931,0.005533,5
1099,Tree (path dependent),xg,heartage,99.46193988,0.005516420711,13
18,Parametric KernelSHAP,xg,apartments,99.44792662,0.005496,3
182,Non-parametric KernelSHAP,xg,iris,99.78996593,0.005465,4
956,Tree (path dependent),xg,bikehourly,99.94826654,0.00535809199,12
106,Parametric KernelSHAP,xg,advertising,95.52689498,0.005325,4
28,Non-parametric KernelSHAP,xg,brainweight,99.24664908,0.005273,3
17,Non-parametric KernelSHAP,xg,apartments,99.44792683,0.005179,3
468,Non-parametric KernelSHAP,xg,raotbl7,98.31181015,0.005136,7
1033,Tree (path dependent),xg,servo,91.86940837,0.005119843916,12
138,Non-parametric KernelSHAP,xg,const-maint,99.57567005,0.005012,4
270,Non-parametric KernelSHAP,xg,linnerud,95.53618058,0.005001,5
128,Parametric KernelSHAP,xg,challenger,53.66513879,0.004926,4
183,Parametric KernelSHAP,xg,iris,99.78996575,0.004834,4
215,Non-parametric KernelSHAP,xg,startups,91.25518933,0.004822,4
351,Tree (path dependent),xg,walmart,99.90079698,0.004725980759,6
216,Parametric KernelSHAP,xg,startups,91.2551889,0.004698,4
260,Parametric KernelSHAP,xg,japanemg,93.89786692,0.004675,5
193,Non-parametric KernelSHAP,xg,petrol,99.92534017,0.004633,4
139,Parametric KernelSHAP,xg,const-maint,99.57567045,0.004611,4
271,Parametric KernelSHAP,xg,linnerud,95.53617953,0.004608,5
230,Tree (path dependent),xg,unemploy,98.48176193,0.004599361671,4
194,Parametric KernelSHAP,xg,petrol,99.9253401,0.004505,4
471,Tree (interventional),xg,raotbl7,98.311811,0.004379260831,7
127,Non-parametric KernelSHAP,xg,challenger,53.66513706,0.00431,4
945,Tree (path dependent),xg,airquality,99.94282922,0.004028880235,12
285,Tree (path dependent),xg,sacramento,99.7152838,0.003971637843,5
559,Tree (interventional),xg,concrete,99.85474324,0.003751010606,8
791,Tree (path dependent),xg,possumbelly,98.37046941,0.003735324315,10
120,Tree (path dependent),xg,blood,99.90302683,0.003494112115,4
428,Tree (path dependent),xg,diamond,99.92436073,0.003269217231,7
603,Tree (interventional),xg,energy_cool,99.98399647,0.003024040245,8
1000,Tree (path dependent),xg,ozone,99.89732931,0.00254124314,12
483,Tree (path dependent),xg,realestate,99.99754677,0.002383423548,7
438,Tree (interventional),xg,france,98.10449975,0.002330161586,7
131,Tree (path dependent),xg,challenger,53.66552754,0.002105504274,4
857,Tree (path dependent),xg,hybrid,93.52736218,0.002057729983,11
736,Tree (path dependent),xg,glass,99.45462215,0.001815544048,9
813,Tree (path dependent),xg,spending,99.76461421,0.001788037164,10
317,Tree (interventional),xg,kiva,99.46568405,0.001725902702,6
318,Tree (path dependent),xg,kiva,99.46568405,0.001513716669,6
406,Tree (path dependent),xg,chanceadmit,99.83391645,0.001419004166,7
32,Tree (path dependent),xg,brainweight,99.2464515,0.001411471186,3
472,Tree (path dependent),xg,raotbl7,98.311811,0.001203769591,7
769,Tree (path dependent),xg,asia_gdp,97.25411166,0.001124654497,10
